date,daily_volume,bin_num,bin_volume
2020-10-09,18168660825.700012,24,947208400.0
2020-10-12,25199149465.000004,0,67461869.50000444
2020-10-12,25199149465.000004,1,2576076923.7000003
2020-10-12,25199149465.000004,2,2105521200.0
2020-10-12,25199149465.000004,3,1892686400.0
2020-10-12,25199149465.000004,4,1387276100.0
2020-10-12,25199149465.000004,5,1032507900.0
2020-10-12,25199149465.000004,6,993150600.0
2020-10-12,25199149465.000004,7,1163439300.0
2020-10-12,25199149465.000004,8,742651800.0
2020-10-12,25199149465.000004,9,826787400.0
2020-10-12,25199149465.000004,10,779912900.0
2020-10-12,25199149465.000004,11,672688800.0
2020-10-12,25199149465.000004,12,824619500.0
2020-10-12,25199149465.000004,13,1021456871.8000003
2020-10-12,25199149465.000004,14,821939600.0
2020-10-12,25199149465.000004,15,916824700.0
2020-10-12,25199149465.000004,16,1056385300.0
2020-10-12,25199149465.000004,17,647523800.0
2020-10-12,25199149465.000004,18,673830400.0
2020-10-12,25199149465.000004,19,658650800.0
2020-10-12,25199149465.000004,20,599127500.0
2020-10-12,25199149465.000004,21,657441300.0
2020-10-12,25199149465.000004,22,777071600.0
2020-10-12,25199149465.000004,23,961734000.0
2020-10-12,25199149465.000004,24,1342382900.0
2020-10-13,19980473193.200005,0,67461869.50000444
2020-10-13,19980473193.200005,1,2529335823.7000003
2020-10-13,19980473193.200005,2,1778135800.0
2020-10-13,19980473193.200005,3,1428806300.0
2020-10-13,19980473193.200005,4,1179816200.0
2020-10-13,19980473193.200005,5,901302900.0
2020-10-13,19980473193.200005,6,768506500.0
